symbol,name,price,marketcap,year,industry,description,linkToSmth,smthing,keywords,enhanced_description
ESI,Element Solutions Inc.,17.54,$4.34B,2014.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi,,"chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability","Major Chemicals chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability"
ELVT,"Elevate Credit, Inc.",4.09,$155.71M,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt,,"earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share","Finance: Consumer Services earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share"
LLY,Eli Lilly and Company,206.14,$197.19B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
EFC,Ellington Financial Inc.,15.77,$690.44M,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/efc,,"acquisition, development, financing, leasing, portfolio, construction, valuations, occupancy, sales, milestones","Real Estate acquisition, development, financing, leasing, portfolio, construction, valuations, occupancy, sales, milestones"
EFC^A,Ellington Financial Inc.,23.61,,,,,https://old.nasdaq.com/symbol/efc^a,,, 
EARN,Ellington Residential Mortgage REIT,12.5,$154.18M,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
AKO.A,Embotelladora Andina S.A.,,,,,,https://old.nasdaq.com/symbol/ako.a,,, 
AKO.B,Embotelladora Andina S.A.,,,,,,https://old.nasdaq.com/symbol/ako.b,,, 
ERJ,Embraer S.A.,6.39,$1.18B,2000.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj,,"contracts, deliveries, launches, satellites, rockets, defense, aviation, manufacturing, partnerships, regulators","Aerospace contracts, deliveries, launches, satellites, rockets, defense, aviation, manufacturing, partnerships, regulators"
EME,"EMCOR Group, Inc.",97.27,$5.34B,,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme,,"infrastructure, contracts, bidding, projects, safety, procurement, financing, milestones, regulatory, sustainability","Engineering & Construction infrastructure, contracts, bidding, projects, safety, procurement, financing, milestones, regulatory, sustainability"
EEX,"Emerald Holding, Inc.",4.48,$320.05M,2017.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
EBS,"Emergent Biosolutions, Inc.",107.12,$5.68B,2006.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
EMR,Emerson Electric Company,83.73,$50.19B,,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr,,"launch,earnings,recall,patent,supply chain,smart home,AI,sustainability,merger,product line","Consumer Electronics/Appliances launch,earnings,recall,patent,supply chain,smart home,AI,sustainability,merger,product line"
ESRT,"Empire State Realty Trust, Inc.",9.08,$2.61B,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
EIG,Employers Holdings Inc,32.45,$949.84M,2007.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig,,"premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends","Property-Casualty Insurers premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends"
EMPW,Empower Ltd.,10.19,$327.99M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/empw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
EMPW.U,Empower Ltd.,,,2020.0,,,https://old.nasdaq.com/symbol/empw.u,,, 
EMPW.WS,Empower Ltd.,,,,,,https://old.nasdaq.com/symbol/empw.ws,,, 
EPWR.U,Empowerment & Inclusion Capital I Corp.,,,2021.0,,,https://old.nasdaq.com/symbol/epwr.u,,, 
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),3.5,$153.14M,2007.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
ENBL,"Enable Midstream Partners, LP",5.52,$2.4B,2014.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
ENB,Enbridge Inc,34.66,$70.19B,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
ENBA,Enbridge Inc,27.05,,2018.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
EHC,Encompass Health Corporation,87.41,$8.69B,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc,,"hospital management, nurse staffing, patient safety, healthcare policy, electronic medical records, quality improvement, cost containment, nursing leadership, hospital accreditation, telemedicine","Hospital/Nursing Management hospital management, nurse staffing, patient safety, healthcare policy, electronic medical records, quality improvement, cost containment, nursing leadership, hospital accreditation, telemedicine"
DAVA,Endava plc,79.98,$4.41B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/dava,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
EXK,Endeavour Silver Corporation,4.53,$713.35M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk,,"gold prices, silver, mining, futures, supply, demand, central banks, ETFs, inflation, premiums","Precious Metals gold prices, silver, mining, futures, supply, demand, central banks, ETFs, inflation, premiums"
ENIA,Enel Americas S.A.,7.78,$11.84B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
ENIC,Enel Chile S.A.,4.01,$5.55B,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
ENR,"Energizer Holdings, Inc.",48.0,$3.29B,2015.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
ENR^A,"Energizer Holdings, Inc.",98.3,,,,,https://old.nasdaq.com/symbol/enr^a,,, 
ET,Energy Transfer L.P.,6.5,$17.54B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
ETP^C,"Energy Transfer Operating, L.P.",21.74,,,,,https://old.nasdaq.com/symbol/etp^c,,, 
ETP^D,"Energy Transfer Operating, L.P.",22.38,,,,,https://old.nasdaq.com/symbol/etp^d,,, 
ETP^E,"Energy Transfer Operating, L.P.",23.57,,,,,https://old.nasdaq.com/symbol/etp^e,,, 
EPAC,Enerpac Tool Group Corp.,22.08,$1.32B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
ERF,Enerplus Corporation,3.35,$745.53M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf,,"oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation","Oil & Gas Production oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation"
ENS,Enersys,93.19,$3.97B,2004.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ens,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
E,ENI S.p.A.,20.95,$37.12B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e,,"oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation","Oil & Gas Production oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation"
ENLC,"EnLink Midstream, LLC",4.0,$1.96B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
EBF,"Ennis, Inc.",18.7,$487.5M,,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf,,"acquisitions, mergers, supply chain, sustainability, printers, copiers, contracts, e-commerce, logistics, revenue","Office Equipment/Supplies/Services acquisitions, mergers, supply chain, sustainability, printers, copiers, contracts, e-commerce, logistics, revenue"
ENVA,"Enova International, Inc.",24.38,$869.54M,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva,,"earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share","Finance: Consumer Services earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share"
NPO,EnPro Industries,81.73,$1.68B,,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo,,"manufacturing, fabrication, steel, aluminum, welding, automation, machinery, contracts, expansion, safety","Metal Fabrications manufacturing, fabrication, steel, aluminum, welding, automation, machinery, contracts, expansion, safety"
ETM,Entercom Communications Corp.,4.08,$562.98M,1999.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm,,"ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms","Broadcasting ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms"
EAI,"Entergy Arkansas, LLC",26.2,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
ETR,Entergy Corporation,93.97,$18.82B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
ELC,"Entergy Louisiana, Inc.",26.54,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
EMP,"Entergy Mississippi, LLC",26.55,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
ENJ,"Entergy New Orleans, LLC",25.83,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj,,"capacity, generation, plants, renewables, coal, gas, emissions, grid, regulation, financing","Power Generation capacity, generation, plants, renewables, coal, gas, emissions, grid, regulation, financing"
ENO,"Entergy New Orleans, LLC",25.7047,,2016.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno,,"capacity, generation, plants, renewables, coal, gas, emissions, grid, regulation, financing","Power Generation capacity, generation, plants, renewables, coal, gas, emissions, grid, regulation, financing"
ETI^,Entergy Texas Inc,27.0,,,,,https://old.nasdaq.com/symbol/eti^,,, 
EPD,Enterprise Products Partners L.P.,21.56,$47.06B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
EVC,Entravision Communications Corporation,3.25,$273.6M,2000.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc,,"ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms","Broadcasting ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms"
ENV,"Envestnet, Inc",83.19,$4.49B,2010.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
NVST,Envista Holdings Corporation,36.58,$5.84B,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst,,"dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth","Medical/Dental Instruments dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth"
EVA,"Enviva Partners, LP",49.01,$1.95B,2015.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva,,"timber, lumber, paper, pulp, biomass, sustainability, certification, logistics, exports, prices","Forest Products timber, lumber, paper, pulp, biomass, sustainability, certification, logistics, exports, prices"
ENZ,"Enzo Biochem, Inc.",3.06,$146.56M,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz,,"cardiology, oncology, neurology, pediatrics, dermatology, gastroenterology, orthopedics, radiology, urology, endocrinology","Medical Specialities cardiology, oncology, neurology, pediatrics, dermatology, gastroenterology, orthopedics, radiology, urology, endocrinology"
EOG,"EOG Resources, Inc.",54.86,$32B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog,,"oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation","Oil & Gas Production oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation"
EPAM,"EPAM Systems, Inc.",359.69,$20.14B,2012.0,Technology,EDP Services,https://old.nasdaq.com/symbol/epam,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
EPR,EPR Properties,37.29,$2.78B,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
EPR^C,EPR Properties,23.84,,,,,https://old.nasdaq.com/symbol/epr^c,,, 
EPR^E,EPR Properties,33.625,,,,,https://old.nasdaq.com/symbol/epr^e,,, 
EPR^G,EPR Properties,23.39,,,,,https://old.nasdaq.com/symbol/epr^g,,, 
EQT,EQT Corporation,16.39,$4.52B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt,,"oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation","Oil & Gas Production oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation"
EFX,"Equifax, Inc.",178.74,$21.74B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx,,"earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share","Finance: Consumer Services earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share"
EQNR,Equinor ASA,19.25,$62.48B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr,,"oil prices, upstream, downstream, refining, dividends, capital expenditure, mergers, regulatory compliance, carbon emissions, energy transition","Integrated oil Companies oil prices, upstream, downstream, refining, dividends, capital expenditure, mergers, regulatory compliance, carbon emissions, energy transition"
EQH,"Equitable Holdings, Inc.",26.92,$11.97B,2018.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh,,"reinsurance, underwriting, catastrophe modeling, risk management, claims, premiums, policyholders, regulatory compliance, loss ratio, specialty lines","Specialty Insurers reinsurance, underwriting, catastrophe modeling, risk management, claims, premiums, policyholders, regulatory compliance, loss ratio, specialty lines"
EQH^A,"Equitable Holdings, Inc.",26.27,,,,,https://old.nasdaq.com/symbol/eqh^a,,, 
ETRN,Equitrans Midstream Corporation,7.03,$3.04B,2018.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn,,"natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator","Natural Gas Distribution natural gas, distribution, pipelines, outages, safety, regulatory approval, rate cases, infrastructure investment, methane emissions, energy regulator"
EQC,Equity Commonwealth,28.13,$3.42B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
EQC^D,Equity Commonwealth,31.5,,,,,https://old.nasdaq.com/symbol/eqc^d,,, 
EQD,Equity Distribution Acquisition Corp.,10.57,$547M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/eqd,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
EQD.U,Equity Distribution Acquisition Corp.,,,2020.0,,,https://old.nasdaq.com/symbol/eqd.u,,, 
EQD.WS,Equity Distribution Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/eqd.ws,,, 
ELS,"Equity Lifestyle Properties, Inc.",63.28,$11.53B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
EQR,Equity Residential,61.56,$22.92B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
EQS,"Equus Total Return, Inc.",1.76,$23.79M,,,,https://old.nasdaq.com/symbol/eqs,,, 
ESGC,Eros STX Global Corporation,2.04,$773.02M,2013.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/esgc,,"box-office, premiere, trailer, cast, director, production, release-date, streaming, sequel, reboot","Movies/Entertainment box-office, premiere, trailer, cast, director, production, release-date, streaming, sequel, reboot"
ESE,ESCO Technologies Inc.,106.21,$2.77B,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese,,"5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain","Telecommunications Equipment 5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain"
ESNT,Essent Group Ltd.,45.81,$5.15B,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt,,"premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends","Property-Casualty Insurers premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends"
EPRT,"Essential Properties Realty Trust, Inc.",20.46,$2.14B,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
WTRG,"Essential Utilities, Inc.",45.46,$11.15B,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg,,"drought, infrastructure, treatment, leaks, tariffs, regulation, outages, desalination, resilience, contamination","Water Supply drought, infrastructure, treatment, leaks, tariffs, regulation, outages, desalination, resilience, contamination"
WTRU,"Essential Utilities, Inc.",58.34,,2019.0,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtru,,"drought, infrastructure, treatment, leaks, tariffs, regulation, outages, desalination, resilience, contamination","Water Supply drought, infrastructure, treatment, leaks, tariffs, regulation, outages, desalination, resilience, contamination"
ESS,"Essex Property Trust, Inc.",243.45,$15.87B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
EL,"Estee Lauder Companies, Inc. (The)",249.83,$90.34B,1995.0,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el,,"cosmetics, packaging, beauty, launches, sustainability, earnings, revenue, acquisitions, regulatory, supply chain","Package Goods/Cosmetics cosmetics, packaging, beauty, launches, sustainability, earnings, revenue, acquisitions, regulatory, supply chain"
ETH,Ethan Allen Interiors Inc.,24.25,$607.54M,1993.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth,,"furniture, home decor, sustainability, supply chain, inventory, e-commerce, upholstery, design trends, earnings, recalls","Home Furnishings furniture, home decor, sustainability, supply chain, inventory, e-commerce, upholstery, design trends, earnings, recalls"
EURN,Euronav NV,8.13,$1.64B,2015.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn,,"shipping, container ships, cargo, ports, freight rates, logistics, vessel fleet, maritime regulations, fuel efficiency, environmental compliance","Marine Transportation shipping, container ships, cargo, ports, freight rates, logistics, vessel fleet, maritime regulations, fuel efficiency, environmental compliance"
EEA,"European Equity Fund, Inc. (The)",10.72,$79.92M,,,,https://old.nasdaq.com/symbol/eea,,, 
EB,"Eventbrite, Inc.",19.51,$1.79B,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb,,"software, programming, data processing, cloud, artificial intelligence, machine learning, cybersecurity, analytics, partnerships, acquisitions","Computer Software: Programming, Data Processing software, programming, data processing, cloud, artificial intelligence, machine learning, cybersecurity, analytics, partnerships, acquisitions"
EVR,Evercore Inc.,114.56,$4.65B,2006.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr,,"AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity","Investment Managers AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity"
RE,"Everest Re Group, Ltd.",228.92,$9.15B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re,,"premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends","Property-Casualty Insurers premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends"
EVRG,"Evergy, Inc.",53.8,$12.2B,2018.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg,,"capacity, generation, plants, renewables, coal, gas, emissions, grid, regulation, financing","Power Generation capacity, generation, plants, renewables, coal, gas, emissions, grid, regulation, financing"
EVRI,Everi Holdings Inc.,13.4,$1.15B,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri,,"amusement, recreation, entertainment, attractions, venues, operators, safety, regulation, expansion, tourism","Services-Misc. Amusement & Recreation amusement, recreation, entertainment, attractions, venues, operators, safety, regulation, expansion, tourism"
ES,Eversource Energy,87.41,$29.97B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es,,"grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions","Electric Utilities: Central grid, reliability, outages, rates, renewables, transmission, infrastructure, regulation, customers, emissions"
EVTC,"Evertec, Inc.",37.43,$2.69B,2013.0,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
EVH,"Evolent Health, Inc",18.76,$1.61B,2015.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
AQUA,Evoqua Water Technologies Corp.,30.44,$3.61B,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
XAN,Exantas Capital Corp.,4.21,$135.11M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
XAN^C,Exantas Capital Corp.,21.47,,,,,https://old.nasdaq.com/symbol/xan^c,,, 
ENPC,Executive Network Partnering Corporation,25.75,$457.16M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/enpc,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
ENPC.U,Executive Network Partnering Corporation,,,2020.0,,,https://old.nasdaq.com/symbol/enpc.u,,, 
ENPC.WS,Executive Network Partnering Corporation,,,,,,https://old.nasdaq.com/symbol/enpc.ws,,, 
